,MAPE (%)
286,1.3005741030966549
287,1.2550306811387542
288,1.232258297685155
289,1.111110148939751
290,1.011852643425153
291,0.8099048697947229
292,0.7797885113628967
293,0.7432192530601168
294,0.7635354032576059
295,0.8107583145224674
296,0.8569380442962904
297,0.8996195084762694
298,0.8823857841163655
299,0.9636230601840127
300,1.0388478885177819
301,1.1407383293625768
302,1.128804086073492
303,1.1469281735673953
304,1.268441214286406
305,1.3799043702448215
306,1.4360077300182017
307,1.5775473909931477
308,1.6336666093833954
309,1.6466651906193717
310,1.6756749331062832
311,1.7891650382436473
312,1.9414250174105703
313,2.120144650111323
314,2.3050267254042254
315,2.5489400396755633
316,2.805181026123042
317,2.849648929179776
318,2.7473341390744617
319,2.773383353083145
320,2.9457531721676675
321,2.669390236188709
322,2.7601082771759793
323,2.7296816393951726
324,2.6920372461300266
325,2.8313660520991957
326,2.9751926511097615
327,3.014358486896425
328,3.107018853404261
329,3.2300834693156344
330,3.3711393685422664
331,3.3910527008746345
332,3.2875267891792204
333,3.3176374956868857
334,3.4652054227768736
335,3.4163944272583935
336,3.4886087015293525
337,3.415559485772045
338,3.4445649884685694
339,3.502067759970452
340,3.558751239115658
341,3.6362462967914184
342,3.5485998647301544
343,3.169557394842834
344,2.8961536381153397
345,2.3244224489852447
346,2.2206439332188777
347,2.121966468466559
348,2.0676768322926957
349,2.0725757491911176
350,2.157891398851748
351,2.120818059842773
352,1.9929441548140845
353,1.999604197850373
354,2.0002704502869326
355,1.9803208402334385
356,2.043287399676886
357,2.2345567053195015
358,2.5080898500556636
359,2.663726153644063
360,2.7749093246324996
361,2.7804659197398163
362,2.7294478327068914
363,2.654262890690221
364,2.546874578191486
365,2.5089948595038956
366,2.3519324564179276
367,2.143506136995706
368,2.037384913555996
369,2.1522370377397184
370,2.222610657810468
371,2.221203693412733
372,2.1754804691910685
373,2.171273344099028
374,2.225784586732624
375,2.228469261006536
376,2.2964338995127633
377,2.347313078075607
378,2.380894598154188
379,2.429922837282248
380,2.5121224179256387
381,2.5777063699139213
382,2.7362092486986263
383,2.9610982515068307
384,3.1928169991113102
385,3.4023927163019176
386,3.605962298010433
387,3.6933192933732517
388,3.6578013889502055
389,3.6838090719621333
390,3.3996524190717983
391,3.148894891830932
392,2.9647139486693064
393,2.199833119981304
394,1.7743118121161903
395,1.564027924261837
396,1.498305653113233
397,1.61087079431601
398,1.628308702266012
399,1.5077959510383931
400,1.441947109578511
401,1.382687093179788
402,1.400995306381856
403,1.3867672370193782
404,1.2037032000634058
405,1.1022099862893764
406,1.1418353737314155
407,1.2942034512612803
408,1.5093094831383365
409,1.689749299277276
